index,D_0__Bacteria;D_1__Acidobacteria;D_2__AT-s3-28,D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia,D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4),D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 11,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 15,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 17,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 22,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6,D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia,D_0__Bacteria;D_1__Acidobacteria;__,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria,D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia,D_0__Bacteria;D_1__Actinobacteria;D_2__MB-A2-108,D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia,D_0__Bacteria;D_1__Actinobacteria;__,D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia,D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria,D_0__Bacteria;D_1__Bacteroidetes;__,D_0__Bacteria;D_1__Chloroflexi;D_2__AD3,D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae,D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia,D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia,D_0__Bacteria;D_1__Chloroflexi;D_2__Gitt-GS-136,D_0__Bacteria;D_1__Chloroflexi;D_2__JG30-KF-CM66,D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96,D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria,D_0__Bacteria;D_1__Chloroflexi;D_2__OLB14,D_0__Bacteria;D_1__Chloroflexi;D_2__TK10,D_0__Bacteria;D_1__Chloroflexi;__,D_0__Bacteria;D_1__Cyanobacteria;D_2__Melainabacteria,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria,D_0__Bacteria;D_1__Cyanobacteria;D_2__Sericytochromatia,D_0__Bacteria;D_1__Deferribacteres;D_2__Deferribacteres,D_0__Bacteria;D_1__Deinococcus-Thermus;D_2__Deinococci,D_0__Bacteria;D_1__Dependentiae;D_2__Babeliae,D_0__Bacteria;D_1__Elusimicrobia;D_2__Elusimicrobia,D_0__Bacteria;D_1__Elusimicrobia;D_2__Lineage IIa,D_0__Bacteria;D_1__Elusimicrobia;D_2__Lineage IIb,D_0__Bacteria;D_1__Elusimicrobia;__,D_0__Bacteria;D_1__Fibrobacteres;D_2__Fibrobacteria,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli,D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia,D_0__Bacteria;D_1__Firmicutes;__,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes,D_0__Bacteria;D_1__Latescibacteria;D_2__Latescibacteria,D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Acidobacterium sp.,D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Fibrobacteres bacterium,D_0__Bacteria;D_1__Latescibacteria;__,D_0__Bacteria;D_1__Nitrospirae;D_2__4-29-1,D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira,D_0__Bacteria;D_1__Patescibacteria;D_2__CPR2,D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia,D_0__Bacteria;D_1__Patescibacteria;D_2__WS6 (Dojkabacteria),D_0__Bacteria;D_1__Planctomycetes;D_2__OM190,D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia,D_0__Bacteria;D_1__Planctomycetes;__,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;__,D_0__Bacteria;D_1__Rokubacteria;D_2__NC10,D_0__Bacteria;D_1__Spirochaetes;D_2__Leptospirae,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae,D_0__Bacteria;D_1__WS2;D_2__metagenome,D_0__Bacteria;__;__,Name,Collection,State,TimePoint
ERR2654435,0.0,436.0,276.0,85.0,10.0,5.0,13.0,22.0,16.0,510.0,0.0,58.0,280.0,1997.0,5.0,20.0,597.0,424.0,0.0,741.0,0.0,4.0,62.0,110.0,81.0,31.0,21.0,9.0,107.0,21.0,7.0,86.0,0.0,6.0,144.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,3.0,5.0,598.0,25.0,0.0,52.0,27.0,12.0,3.0,73.0,4.0,25.0,0.0,55.0,0.0,0.0,0.0,80.0,2.0,2053.0,209.0,656.0,162.0,45.0,0.0,1742.0,0.0,631.0,B03C,September,control,A week recovery
ERR2654526,4.0,268.0,269.0,66.0,0.0,4.0,6.0,7.0,11.0,417.0,2.0,46.0,225.0,1274.0,6.0,4.0,365.0,268.0,0.0,679.0,0.0,0.0,41.0,129.0,39.0,23.0,20.0,6.0,73.0,10.0,4.0,39.0,0.0,2.0,91.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,46.0,313.0,18.0,2.0,46.0,22.0,6.0,0.0,42.0,0.0,18.0,0.0,29.0,2.0,0.0,0.0,26.0,0.0,1128.0,133.0,548.0,120.0,50.0,0.0,1070.0,0.0,519.0,E03B,September,control,At the end of the drought
ERR2654467,0.0,364.0,385.0,95.0,0.0,0.0,3.0,2.0,2.0,213.0,0.0,74.0,141.0,1215.0,2.0,7.0,513.0,309.0,0.0,354.0,2.0,0.0,5.0,26.0,22.0,0.0,12.0,0.0,54.0,3.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,431.0,14.0,0.0,31.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,43.0,0.0,0.0,0.0,52.0,0.0,1872.0,113.0,762.0,86.0,32.0,0.0,1776.0,0.0,321.0,C03D,September,drought,2 months recovery
ERR2654578,0.0,262.0,129.0,36.0,4.0,3.0,9.0,14.0,5.0,242.0,0.0,34.0,131.0,636.0,7.0,8.0,219.0,188.0,0.0,208.0,2.0,2.0,33.0,63.0,29.0,18.0,9.0,6.0,46.0,8.0,0.0,22.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,284.0,18.0,0.0,33.0,10.0,10.0,0.0,33.0,0.0,26.0,0.0,6.0,0.0,0.0,0.0,19.0,0.0,1005.0,118.0,321.0,89.0,43.0,0.0,642.0,0.0,305.0,G01C,September,control,A week recovery
ERR2654628,0.0,217.0,173.0,60.0,4.0,5.0,4.0,2.0,6.0,247.0,0.0,38.0,160.0,986.0,0.0,11.0,270.0,212.0,2.0,447.0,2.0,3.0,26.0,38.0,29.0,16.0,7.0,6.0,47.0,14.0,2.0,27.0,0.0,2.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,16.0,247.0,10.0,0.0,40.0,13.0,0.0,0.0,13.0,0.0,12.0,3.0,9.0,0.0,0.0,0.0,24.0,0.0,927.0,104.0,398.0,69.0,47.0,0.0,635.0,0.0,326.0,H08B,September,control,At the end of the drought
ERR2654552,0.0,154.0,136.0,21.0,0.0,0.0,0.0,2.0,2.0,105.0,0.0,23.0,45.0,656.0,0.0,2.0,318.0,181.0,0.0,156.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,51.0,2.0,0.0,6.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,294.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,10.0,0.0,1139.0,40.0,457.0,56.0,3.0,0.0,691.0,0.0,151.0,F02C,September,drought,A week recovery
ERR2654562,0.0,349.0,257.0,71.0,6.0,2.0,9.0,9.0,8.0,311.0,0.0,38.0,198.0,1292.0,3.0,5.0,470.0,353.0,0.0,292.0,0.0,0.0,17.0,30.0,22.0,20.0,8.0,5.0,50.0,0.0,0.0,51.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,385.0,14.0,0.0,39.0,0.0,0.0,0.0,12.0,4.0,5.0,0.0,31.0,0.0,0.0,2.0,13.0,0.0,1305.0,110.0,431.0,62.0,24.0,0.0,1113.0,0.0,314.0,F05C,September,drought,A week recovery
ERR2654403,0.0,177.0,124.0,34.0,2.0,0.0,5.0,13.0,7.0,243.0,0.0,25.0,133.0,851.0,2.0,16.0,247.0,198.0,2.0,173.0,0.0,0.0,31.0,68.0,34.0,14.0,14.0,0.0,46.0,9.0,2.0,16.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,239.0,16.0,2.0,16.0,7.0,0.0,0.0,12.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,16.0,0.0,898.0,80.0,291.0,55.0,33.0,0.0,711.0,0.0,266.0,A03B,September,control,At the end of the drought
ERR2654595,0.0,633.0,261.0,127.0,11.0,4.0,26.0,26.0,35.0,540.0,0.0,79.0,198.0,1095.0,8.0,17.0,407.0,350.0,0.0,456.0,0.0,8.0,56.0,87.0,39.0,26.0,25.0,9.0,77.0,23.0,2.0,45.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,19.0,532.0,32.0,2.0,83.0,19.0,12.0,0.0,75.0,12.0,40.0,0.0,11.0,0.0,0.0,2.0,37.0,0.0,1768.0,299.0,659.0,141.0,78.0,2.0,1231.0,0.0,607.0,G06C,September,control,2 months recovery
ERR2654551,0.0,50.0,31.0,0.0,0.0,3.0,8.0,6.0,4.0,112.0,0.0,18.0,46.0,199.0,0.0,5.0,89.0,68.0,0.0,23.0,0.0,2.0,0.0,6.0,2.0,7.0,0.0,0.0,18.0,2.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,64.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,298.0,40.0,86.0,10.0,15.0,0.0,235.0,0.0,59.0,F02B,September,drought,At the end of the drought
ERR2654420,0.0,436.0,277.0,90.0,7.0,7.0,4.0,8.0,22.0,391.0,0.0,73.0,344.0,1920.0,4.0,21.0,596.0,432.0,0.0,987.0,2.0,2.0,33.0,140.0,55.0,16.0,19.0,13.0,111.0,16.0,0.0,47.0,0.0,0.0,365.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,26.0,616.0,38.0,3.0,65.0,11.0,8.0,0.0,24.0,2.0,18.0,0.0,39.0,0.0,0.0,0.0,97.0,2.0,2574.0,209.0,890.0,173.0,58.0,0.0,1652.0,0.0,628.0,A08B,September,control,At the end of the drought
ERR2654407,0.0,553.0,485.0,131.0,9.0,3.0,6.0,5.0,22.0,375.0,0.0,94.0,188.0,1597.0,0.0,16.0,687.0,507.0,4.0,794.0,6.0,0.0,12.0,54.0,32.0,9.0,9.0,0.0,85.0,23.0,2.0,42.0,0.0,3.0,85.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,26.0,837.0,35.0,0.0,87.0,15.0,2.0,0.0,20.0,0.0,13.0,0.0,85.0,4.0,0.0,4.0,75.0,0.0,2949.0,227.0,1298.0,196.0,49.0,0.0,2061.0,0.0,541.0,A04C,September,drought,A week recovery
ERR2654464,0.0,329.0,216.0,46.0,8.0,2.0,20.0,13.0,19.0,586.0,0.0,57.0,226.0,1339.0,3.0,18.0,456.0,352.0,0.0,470.0,0.0,5.0,41.0,101.0,51.0,28.0,19.0,7.0,90.0,8.0,2.0,56.0,3.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,18.0,0.0,40.0,12.0,7.0,0.0,46.0,0.0,27.0,0.0,14.0,0.0,0.0,2.0,32.0,0.0,1396.0,196.0,497.0,108.0,58.0,0.0,1160.0,0.0,540.0,C03A,September,control,Before drought
ERR2654563,0.0,486.0,206.0,71.0,6.0,3.0,17.0,14.0,9.0,415.0,0.0,45.0,267.0,1357.0,0.0,20.0,474.0,411.0,0.0,559.0,10.0,0.0,136.0,76.0,63.0,17.0,28.0,23.0,105.0,22.0,4.0,55.0,0.0,2.0,87.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,10.0,581.0,61.0,0.0,41.0,11.0,2.0,2.0,13.0,8.0,43.0,0.0,14.0,0.0,0.0,0.0,42.0,0.0,1996.0,206.0,527.0,74.0,63.0,0.0,1197.0,0.0,590.0,F05D,September,control,2 months recovery
ERR2654558,0.0,336.0,150.0,72.0,4.0,5.0,9.0,23.0,17.0,438.0,0.0,53.0,196.0,1117.0,6.0,7.0,444.0,282.0,0.0,313.0,0.0,6.0,22.0,49.0,34.0,25.0,8.0,2.0,86.0,8.0,0.0,48.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,292.0,42.0,0.0,23.0,9.0,5.0,0.0,34.0,7.0,16.0,0.0,6.0,0.0,0.0,0.0,29.0,0.0,1364.0,199.0,395.0,120.0,20.0,2.0,898.0,0.0,464.0,F04C,September,control,A week recovery
ERR2654427,0.0,175.0,97.0,26.0,2.0,0.0,3.0,0.0,4.0,200.0,0.0,33.0,112.0,690.0,0.0,16.0,301.0,166.0,2.0,159.0,0.0,0.0,11.0,33.0,13.0,12.0,4.0,0.0,45.0,11.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,293.0,10.0,0.0,5.0,4.0,0.0,0.0,11.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,16.0,0.0,1142.0,90.0,264.0,51.0,23.0,0.0,694.0,0.0,227.0,B01C,September,drought,A week recovery
ERR2654553,0.0,439.0,230.0,60.0,10.0,0.0,22.0,4.0,20.0,391.0,0.0,72.0,265.0,1253.0,4.0,21.0,460.0,371.0,0.0,678.0,0.0,0.0,31.0,91.0,57.0,16.0,15.0,6.0,111.0,21.0,0.0,49.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,583.0,41.0,0.0,39.0,13.0,0.0,0.0,17.0,7.0,26.0,0.0,12.0,2.0,0.0,0.0,46.0,0.0,2065.0,204.0,561.0,83.0,68.0,2.0,1425.0,0.0,558.0,F02D,September,control,2 months recovery
ERR2654473,0.0,299.0,199.0,40.0,2.0,0.0,0.0,0.0,3.0,120.0,0.0,35.0,101.0,652.0,3.0,9.0,263.0,236.0,0.0,279.0,0.0,0.0,9.0,22.0,8.0,4.0,0.0,2.0,40.0,3.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,22.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,17.0,0.0,1465.0,95.0,763.0,74.0,19.0,0.0,1368.0,0.0,215.0,C05C,September,drought,A week recovery
ERR2654424,2.0,445.0,382.0,125.0,6.0,4.0,16.0,37.0,16.0,305.0,0.0,72.0,140.0,773.0,0.0,11.0,265.0,249.0,0.0,564.0,0.0,3.0,53.0,82.0,38.0,12.0,14.0,4.0,33.0,15.0,0.0,41.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,344.0,26.0,0.0,51.0,17.0,6.0,0.0,53.0,3.0,38.0,0.0,8.0,0.0,0.0,0.0,20.0,0.0,1362.0,179.0,493.0,139.0,68.0,0.0,975.0,0.0,387.0,A11C,September,control,A week recovery
ERR2654415,0.0,547.0,328.0,150.0,6.0,6.0,22.0,25.0,22.0,702.0,0.0,100.0,271.0,1280.0,6.0,14.0,560.0,437.0,0.0,417.0,0.0,7.0,23.0,136.0,69.0,25.0,2.0,6.0,65.0,13.0,2.0,75.0,0.0,6.0,7.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,429.0,13.0,0.0,43.0,19.0,8.0,0.0,62.0,2.0,24.0,0.0,9.0,0.0,0.0,0.0,75.0,0.0,1969.0,280.0,630.0,167.0,59.0,0.0,1962.0,0.0,603.0,A06C,September,control,A week recovery
ERR2654586,0.0,571.0,484.0,119.0,7.0,0.0,13.0,5.0,13.0,591.0,0.0,86.0,401.0,2119.0,2.0,29.0,894.0,610.0,0.0,687.0,2.0,0.0,40.0,94.0,77.0,23.0,21.0,12.0,163.0,23.0,5.0,51.0,0.0,8.0,33.0,2.0,3.0,0.0,5.0,0.0,4.0,0.0,2.0,3.0,609.0,33.0,0.0,61.0,13.0,2.0,0.0,7.0,3.0,16.0,0.0,52.0,0.0,0.0,0.0,101.0,0.0,2445.0,161.0,843.0,121.0,54.0,0.0,2841.0,0.0,752.0,G03D,September,drought,2 months recovery
ERR2654516,0.0,329.0,303.0,36.0,4.0,0.0,2.0,2.0,5.0,164.0,0.0,41.0,137.0,1599.0,3.0,13.0,514.0,294.0,46.0,933.0,0.0,0.0,5.0,27.0,24.0,2.0,0.0,0.0,54.0,8.0,0.0,12.0,0.0,2.0,122.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,3.0,655.0,31.0,0.0,41.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,259.0,0.0,0.0,0.0,54.0,0.0,2209.0,96.0,1513.0,89.0,18.0,0.0,1353.0,0.0,347.0,D11C,September,drought,A week recovery
ERR2654555,0.0,412.0,269.0,86.0,6.0,7.0,13.0,15.0,29.0,441.0,0.0,62.0,285.0,1517.0,5.0,15.0,451.0,328.0,0.0,593.0,0.0,0.0,70.0,106.0,61.0,23.0,18.0,12.0,82.0,29.0,0.0,62.0,0.0,2.0,55.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,25.0,390.0,16.0,0.0,55.0,31.0,6.0,0.0,36.0,0.0,26.0,0.0,23.0,0.0,0.0,0.0,36.0,2.0,1331.0,168.0,642.0,120.0,47.0,0.0,1216.0,0.0,502.0,F03B,September,control,At the end of the drought
ERR2654441,0.0,220.0,57.0,33.0,2.0,0.0,8.0,15.0,10.0,243.0,0.0,31.0,113.0,490.0,2.0,12.0,182.0,130.0,0.0,108.0,0.0,0.0,8.0,35.0,20.0,7.0,2.0,0.0,28.0,6.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,220.0,10.0,0.0,16.0,4.0,4.0,0.0,18.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,836.0,71.0,147.0,41.0,39.0,0.0,701.0,0.0,171.0,B05B,September,drought,At the end of the drought
ERR2654498,0.0,254.0,240.0,65.0,2.0,0.0,3.0,0.0,6.0,178.0,0.0,61.0,50.0,647.0,2.0,4.0,331.0,238.0,0.0,85.0,0.0,0.0,4.0,16.0,9.0,5.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,19.0,0.0,13.0,6.0,0.0,0.0,2.0,2.0,10.0,0.0,11.0,0.0,0.0,0.0,8.0,0.0,1575.0,99.0,441.0,54.0,29.0,0.0,1352.0,0.0,184.0,D03D,September,drought,2 months recovery
ERR2654509,0.0,340.0,168.0,24.0,5.0,0.0,13.0,10.0,13.0,416.0,0.0,36.0,198.0,1245.0,3.0,20.0,383.0,302.0,3.0,344.0,0.0,3.0,27.0,84.0,47.0,38.0,15.0,14.0,92.0,7.0,0.0,52.0,0.0,2.0,53.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,9.0,0.0,24.0,11.0,2.0,0.0,26.0,7.0,20.0,0.0,12.0,0.0,0.0,0.0,18.0,0.0,1312.0,136.0,427.0,55.0,41.0,0.0,854.0,0.0,391.0,D07A,September,control,Before drought
ERR2654610,0.0,172.0,131.0,51.0,0.0,0.0,2.0,5.0,0.0,142.0,0.0,23.0,146.0,1041.0,0.0,12.0,362.0,232.0,0.0,176.0,2.0,0.0,12.0,6.0,14.0,8.0,5.0,2.0,66.0,0.0,0.0,20.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,281.0,8.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,29.0,0.0,0.0,0.0,10.0,0.0,1160.0,47.0,305.0,52.0,26.0,0.0,962.0,0.0,237.0,H02D,September,drought,2 months recovery
ERR2654419,0.0,452.0,206.0,64.0,10.0,3.0,13.0,8.0,15.0,500.0,0.0,36.0,334.0,1861.0,6.0,25.0,609.0,477.0,0.0,667.0,2.0,4.0,24.0,114.0,56.0,28.0,15.0,3.0,140.0,26.0,4.0,72.0,0.0,2.0,95.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,4.0,579.0,19.0,0.0,40.0,5.0,6.0,0.0,21.0,2.0,25.0,0.0,18.0,2.0,0.0,0.0,95.0,0.0,2186.0,182.0,649.0,103.0,62.0,0.0,1696.0,0.0,692.0,A08A,September,control,Before drought
ERR2654459,0.0,498.0,360.0,114.0,6.0,2.0,4.0,3.0,11.0,534.0,209.0,86.0,410.0,2118.0,0.0,19.0,744.0,512.0,6.0,1041.0,7.0,0.0,15.0,111.0,109.0,12.0,7.0,4.0,144.0,5.0,2.0,53.0,0.0,2.0,551.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,510.0,43.0,0.0,62.0,8.0,6.0,0.0,0.0,5.0,18.0,0.0,17.0,0.0,0.0,2.0,45.0,0.0,2661.0,149.0,997.0,132.0,37.0,0.0,1918.0,0.0,780.0,C01D,September,control,2 months recovery
ERR2654620,2.0,290.0,206.0,42.0,5.0,4.0,11.0,2.0,6.0,389.0,0.0,63.0,238.0,1361.0,0.0,11.0,455.0,329.0,2.0,652.0,4.0,0.0,37.0,49.0,29.0,21.0,10.0,2.0,122.0,6.0,1.0,47.0,0.0,0.0,27.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,54.0,383.0,28.0,0.0,48.0,9.0,0.0,0.0,4.0,2.0,9.0,0.0,8.0,0.0,2.0,0.0,20.0,0.0,1602.0,147.0,483.0,106.0,25.0,0.0,1047.0,0.0,450.0,H05D,September,control,2 months recovery
ERR2654458,0.0,170.0,271.0,43.0,5.0,0.0,0.0,2.0,6.0,182.0,0.0,22.0,71.0,476.0,0.0,3.0,166.0,150.0,0.0,422.0,0.0,0.0,17.0,31.0,12.0,0.0,3.0,0.0,30.0,5.0,0.0,10.0,0.0,0.0,66.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,309.0,18.0,0.0,28.0,0.0,2.0,0.0,2.0,0.0,13.0,0.0,24.0,0.0,0.0,0.0,27.0,0.0,773.0,59.0,227.0,42.0,23.0,0.0,911.0,0.0,181.0,C01C,September,drought,A week recovery
ERR2654429,0.0,74.0,50.0,8.0,2.0,0.0,2.0,0.0,0.0,88.0,0.0,8.0,72.0,613.0,2.0,2.0,182.0,116.0,0.0,66.0,0.0,0.0,2.0,13.0,2.0,2.0,4.0,0.0,23.0,4.0,0.0,14.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,4.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,545.0,21.0,153.0,8.0,17.0,0.0,313.0,0.0,127.0,B02A,September,drought,Before drought
ERR2654529,0.0,485.0,258.0,85.0,11.0,0.0,18.0,4.0,5.0,349.0,0.0,76.0,196.0,1374.0,6.0,16.0,602.0,441.0,0.0,382.0,0.0,0.0,19.0,25.0,39.0,13.0,16.0,2.0,66.0,18.0,0.0,28.0,0.0,8.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,616.0,70.0,2.0,35.0,10.0,0.0,0.0,5.0,7.0,12.0,0.0,20.0,0.0,0.0,2.0,64.0,0.0,2386.0,171.0,612.0,92.0,55.0,0.0,2105.0,0.0,433.0,E04D,September,drought,2 months recovery
ERR2654426,2.0,202.0,84.0,27.0,4.0,2.0,8.0,21.0,19.0,290.0,0.0,39.0,156.0,674.0,2.0,11.0,257.0,168.0,0.0,164.0,0.0,0.0,22.0,38.0,24.0,25.0,6.0,5.0,57.0,10.0,4.0,31.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,218.0,5.0,2.0,11.0,9.0,8.0,0.0,47.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1165.0,117.0,291.0,64.0,63.0,0.0,685.0,0.0,301.0,B01B,September,drought,At the end of the drought
ERR2654536,0.0,190.0,129.0,39.0,4.0,0.0,6.0,2.0,2.0,216.0,0.0,36.0,115.0,678.0,0.0,12.0,277.0,167.0,0.0,104.0,0.0,0.0,15.0,29.0,18.0,8.0,4.0,3.0,45.0,4.0,0.0,26.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,8.0,0.0,18.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,7.0,0.0,927.0,79.0,171.0,43.0,24.0,0.0,853.0,0.0,217.0,E06C,September,drought,2 months recovery
ERR2654454,2.0,262.0,280.0,72.0,2.0,6.0,2.0,15.0,12.0,227.0,5.0,54.0,252.0,1213.0,3.0,11.0,431.0,300.0,0.0,436.0,0.0,5.0,24.0,64.0,31.0,11.0,12.0,12.0,94.0,9.0,0.0,41.0,0.0,2.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,333.0,14.0,0.0,49.0,9.0,3.0,0.0,20.0,0.0,12.0,0.0,23.0,0.0,0.0,2.0,28.0,0.0,1512.0,79.0,447.0,102.0,23.0,0.0,910.0,0.0,386.0,B10C,September,control,A week recovery
ERR2654500,0.0,499.0,214.0,68.0,2.0,0.0,25.0,16.0,19.0,511.0,0.0,59.0,340.0,1618.0,6.0,30.0,570.0,469.0,0.0,689.0,4.0,0.0,71.0,98.0,72.0,17.0,21.0,15.0,137.0,28.0,0.0,52.0,0.0,2.0,13.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,31.0,543.0,33.0,4.0,51.0,32.0,2.0,0.0,15.0,3.0,41.0,0.0,15.0,0.0,0.0,2.0,69.0,0.0,2174.0,215.0,564.0,173.0,55.0,4.0,1538.0,0.0,684.0,D04D,September,control,2 months recovery
ERR2654460,0.0,83.0,39.0,6.0,0.0,0.0,0.0,2.0,0.0,90.0,0.0,2.0,70.0,581.0,2.0,2.0,187.0,90.0,0.0,140.0,0.0,0.0,7.0,8.0,4.0,11.0,7.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,2.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,512.0,21.0,209.0,17.0,7.0,0.0,365.0,0.0,111.0,C02A,September,drought,Before drought
